nl,code
"substitute the '%s' with table and list containing return value of the method call ops.value_to_db_datetime with argument now on the object under the db key of connections dictionary, respectively. call the method cursor.execute with string ""SELECT COUNT(*) FROM %s"" as argument, substitute the '%s' with table.","cursor . execute ( ""SELECT COUNT(*) FROM %s"" % table )"
"fetch next entry for the database that cursor points into, substitute first element of it for num.",num = cursor . fetchone ( ) [ 0 ]
"if num is greater than self._max_entries,",if num > self . _max_entries :
"divide num by self._cull_frequency, floor the result and substitute it for cull_num.",cull_num = num // self . _cull_frequency
"evaluate the method connections[db].ops.cache_key_culling_sql, evaluate the result by table modulus, call the method cursor.execute,","cursor . execute ( connections [ db ] . ops . cache_key_culling_sql ( ) % table , [ cull_num ] )"
"with previous result and list containing cull_num, respectively as arguments. call the method cursor.execute with string ""DELETE FROM %s WHERE cache_key < %%s"" as argument,","cursor . execute ( ""DELETE FROM %s "" ""WHERE cache_key < %%s"" % table , [ cursor . fetchone ( ) [ 0 ] ] )"
"substitute the '%s' with table and list containing first element of cursor.fetchone method, respectively. define the method clear with argument self.",def clear ( self ) :
"call the method router.db_for_write with argument self.cache_model_class, substitute the result for db.",db = router . db_for_write ( self . cache_model_class )
"call the ops.quote_name method with argument self._table on the object under the db key of connections dictionary, substitute the result for table.",table = connections [ db ] . ops . quote_name ( self . _table )
"call the cursor method on the value under the db key of connections dictionary, preform following with return value named cursor,",with connections [ db ] . cursor ( ) as cursor :
"call the method cursor.execute with string ""DELETE FROM %s"" as argument, substitute the '%s' with table.",cursor . execute ( 'DELETE FROM %s' % table )
derive the class CacheClass from the DatabaseCache base class.,class CacheClass ( DatabaseCache ) :
do nothing.,pass
from django.core.cache.backends.base import BaseCache and DEFAULT_TIMEOUT into default name space.,"from django . core . cache . backends . base import BaseCache , DEFAULT_TIMEOUT"
derive the class DummyCache from the base class BaseCache.,class DummyCache ( BaseCache ) :
"define initialization method __init__ with 4 arguments: self, host, list of arguments args and dictionary of arguments kwargs.","def __init__ ( self , host , * args , ** kwargs ) :"
"call the BaseCache initialization method __init__ with 3 arguments self, list of arguments args and dictionary of arguments kwargs.","BaseCache . __init__ ( self , * args , ** kwargs )"
"define the method add with 5 arguments: self, key, value, timeout set to DEFAULT_TIMEOUT and version set to None.","def add ( self , key , value , timeout = DEFAULT_TIMEOUT , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute it for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
return boolean True.,return True
"define the method get with 4 arguments: self, key, default set to None and version set to None.","def get ( self , key , default = None , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute it for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
return default.,return default
"define the method set with 5 arguments: self, key, value, timeout set to DEFAULT_TIMEOUT and version set to None.","def set ( self , key , value , timeout = DEFAULT_TIMEOUT , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute it for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
"define the method delete with 3 arguments: self, key, and version set to None.","def delete ( self , key , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute it for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
"define the method get_many with 3 arguments: self, keys, and version set to None.","def get_many ( self , keys , version = None ) :"
return an empty dictionary.,return { }
"define the method has_key with 3 arguments: self, key, and version set to None.","def has_key ( self , key , version = None ) :"
"call the method self.make_key with key and version set to version as arguments, substitute it for key.","key = self . make_key ( key , version = version )"
call the method self.validate_key with argument key.,self . validate_key ( key )
return boolean False.,return False
"define the method set_many with 4 arguments: self, data, timeout set to DEFAULT_TIMEOUT and version set to None.","def set_many ( self , data , timeout = DEFAULT_TIMEOUT , version = None ) :"
do nothing,pass
"define the method delete_many with 3 arguments: self, keys, and version set to None.","def delete_many ( self , keys , version = None ) :"
do nothing.,pass
define the method clear with argument self.,def clear ( self ) :
do nothing.,pass
derive the class CacheClass from the DummyCache base class.,class CacheClass ( DummyCache ) :
do nothing.,pass
import module errno.,import errno
import module glob.,import glob
import module hashlib.,import hashlib
import module io.,import io
import module os.,import os
import module random.,import random
import module tempfile.,import tempfile
import module time.,import time
import module zlib.,import zlib
from django.core.cache.backends.base import BaseCache and DEFAULT_TIMEOUT into default name space.,"from django . core . cache . backends . base import BaseCache , DEFAULT_TIMEOUT"
from django.core.files.move import file_move_safe into default name space.,from django . core . files . move import file_move_safe
from django.utils.encoding import force_bytes into default name space.,from django . utils . encoding import force_bytes
"try,",try :
from django.utils.six.moves import cPickle as pickle into default name space.,from django . utils . six . moves import cPickle as pickle
"if ImportError exception is caught,",except ImportError :
import pickle.,import pickle
derive the class FileBasedCache from BaseCache base class.,class FileBasedCache ( BaseCache ) :
cache_suffix is a string '.djcache'.,cache_suffix = '.djcache'
"define the initialization method __init__ with arguments: self class instance, dir and params.","def __init__ ( self , dir , params ) :"
